,0
918,"This conversation was really great! Stephen Kotkin skill in dissecting the speculation, bringing up the complexity and unpredictability of the history (and the world in general) and at the same time his final message to keep moving forward despite whatever struggle is happening and might happen are all very much needed. Thank you."
919,Right. Nobody 's stealing in the west. We 're all honest.
920,"it was painful to listen to such an ""expert"" of my country, it is because of people like him americans will continue to live in a parallel reality regarding the rest of the world"
921,"Stephen Kotkin is always a good listen. Glad to see him on your show.

Be safe on your travels, брат."
922,Great interview.
923,"May the force be with you, Lex?"
924,Great interview very interesting
925,Tried to keep listening but got tied of the emotive analogies and Lex Lex Lex Lex Lex Lex-You cool with that Lex!!!!!
926,"Lex, we need you to be stealthy and full of care in your travels. Your rare and desperately needed thoughtful voice must continue. Must continue Lex. -AyaSkye"
927,"Although I agree with most of the views on Russia, the professor beautifies the role of the USA so much that it makes him very biased ... In principle, everything that is allowed by the USA is forbidden to Russia. Or- other people's shit stinks, and my smells .."
928,"My my my, what a great interview."
929,The fact he says your name “Lex” so often is an indication of something fishy.
930,"I would love to travel to Ukraine and Russia with you, friend."
931,"He almost in one sentence said that ""NATO does not invade, it's just a defensive alliance"" and then that ""NATO invaded Iraq""."
932,there is NO way Navalny would let himself be a pawn to lift sanctions.
933,He made me change my whole geo political outlook.
934,AMAZING!!! COMPELLING!!! And 100% RIGHT!!!
935,"@LexFridman You are very well known, respected and loved in this world. You might be the only one who is able to have a conversation with Pres. Putin and also with his opponent in UA and there won't be any language barriers. This world needs to know what the reality is. I am sure your many fans will ' have your back' !"
936,"Lex, Thank You. Please consider reaching out to Karel van Wolferen with these same concerns."
937,Kotkin is a brillant dude. Just when I think he's making a point that's biased or unsupportive he flips it to the other side and gives you the other perspective. His analogies need a little work
938,"You called him one of your favourite human beings 🥹
Wow this is a no from me. He’s so full of his own biases. 
Next time ask him who funded his books on Stalin. 
If your Russian is still passable you should listen to Spizin, a real historian and an expert on Stalin and Soviet Union. Spizin speaks plainly, worts and all, minus all this badly hidden passive aggressive Russophobia your guest has. 
First interview of yours I’ve bailed on after the first 30 minutes. Sorry, but he can never be your friend. Not really. Don’t be gullible Шура."
939,44:50 “NATO doesn’t attack”. What about Yugoslavia…
940,"At 11:15, Kotkin says it's hard to get into Mao's head, which in a sense is true.
However, both Stalin and Mao were driven by the same ethical ""ideal"", which explains why so many chose to go along with them with religious zeal.

They did not believe the individual to be important in comparison to their ""greater good"". There were collectivists. So if you need to kill a few million individuals, deride them as self-interested, and justify it by saying the chosen ""greater good"" will ""benefit"", then it will be done with murderous fervor. Stalin and Mao both considered individuals to be cogs in a machine. And if a cog ""malfunctions"", and tries to follow its own reason and judgement instead of the group's, you destroy it.

But we are not cogs in a machine. A ""greater good"" does not rightfully override the life and choices of an individual. An individual is the one who thinks. The one who chooses to live or die. The one who eats and loves. The one who achieves. Each and every one of your lives is yours. You only get one, and no one can live it for you. No one, not a class, nor god, nor race has the moral right to make you do something except you."
