,0
626,Why did Stone believe what Putin was saying all those years ago?
627,"""Nuclear power is a hell of a way to boil water..."" Einstein"
628,"The interviewer doesn't seem very informed or is naive and wishful thinking. He keeps saying putin made a mistake or putin is sick as if those are the only options.  From the information i know, putin is winning."
629,For many commentators in this section it must be unbearable to listen to a different well educated and opinionated voice as it shatters everything they believed and believe up to this point.
630,GOD BLESS PUTIN
631,"I feel like Oliver has a lot of good points to make, but he rambles too much and doesn't structure his arguments in a succinct, presentable way"
632,Never thought that Mr. Stone is using his right to vote and that he thought Trump is more dangerous than Biden. That's a paradox.
633,"For someone known for extensive, detailed research on the subject matter he covers, Oliver's understanding of energy policy in general, and nuclear in particular, comes up short.

Criticism of renewables like solar and wind is valid, but nuclear suffers from the same basic problem, and that is: all alternative energy sources (including nuclear) run primarily on fossil fuels.

Mining, transportation, and processing of uranium is very dirty. In addition, the massive input of materials needed to build nuclear plants means that they take a very long time to 'burn off' their carbon debt. Complexity is costly.

In the short run, solar and wind beat nuclear cost-wise because they can be brought online almost instantly. But, in order to ramp them up to displace current energy generation would require most of the known reserves of precious and semi-precious metals on Earth.

Ramping up nuclear to displace current sources would run into some of the same issues, and uranium is itself non-renewable .

The only real solution at present (projecting out from current conditions) is a radical restructuring of all human systems: energy, transportation, manufacturing, agriculture, etc., to make the most of our dwindling reserves of fossil fuels to get us through the transition (google 'degrowth').

Efficiency (i.e. reduction of wasteful energy usage) is the key--it is the mother of all carbon reduction plans."
634,"Hello. I would like to congratulate Mr. Lex Fridman for this interview with Mr. Oliver Stone. But I have a reproach to make to you if you allow me. Like many others, you do not seem to distinguish sufficiently between the notion of an individual and that of a function, in this case a state function. You psychologize and do not distinguish state logic well. Individuals are one thing states another absolutely distinct. We could say so much if we were talking about economic enterprises."
635,"Sad what happen to JFK, Vietnam and all these major conflicts we thrown money into would’ve never happen."
636,"Oliver Stone is very open minded, thanks god he exists."
637,"God wrote Ephraim and Manasseh would expand out and exactly as was written has happeend because God ordained it.  look it up.  Raymond E Capt does an incredible job covering this in ""Joseph's Birthright, Judah's Scepter"". eye opening, logical and incredible insight into the trutv Hod wanted us to know and see in the World- all reinforces strong faith to stand against lies."
